Altium Designer Pick and Place Locations
H:\Projects\PCB Design\RUMBA32\Source\Outputs\RUMBA32_v1_1B_PickPlace.csv

========================================================================================================================
File Design Information:

Date:       07/07/20
Time:       09:36
Revision:   720da48d782fa2e850b84efe25b931f9ee367244
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R79","Resistor","TopLayer","RESC1005X40N","88.9450","32.0263","90","RES SMD 10K OHM 1% 1/16W 0402"
"C44","Capacitor","TopLayer","CAPC3225X220N","111.8918","26.1314","180","CAP CER 22UF 16V X7R 1210"
"C43","Capacitor","TopLayer","CAPC3225X220N","111.8916","22.5014","180","CAP CER 22UF 16V X7R 1210"
"Q6","PSMN1R8-40YLC","TopLayer","LFPACK","127.9220","29.1414","180","MOSFET N-CH 40V 100A LFPAK"
"C37","Capacitor","TopLayer","CAPC3225X220N","103.6812","30.2992","90","CAP CER 10UF 35V X7R 1210"
"C18","Capacitor","TopLayer","CAP_1005-0402","109.7425","30.2992","90","CAP CER 0.1UF 50V X7R 0402"
"D3","","TopLayer","DIOM2616X08N","113.3445","35.3570","270","DIODE SCHOTTKY 40V 2A SOD123F"
"U3","AP63205","TopLayer","TSOT23-6","107.1440","30.3194","270","IC REG BUCK 5V 2A SOT23-6"
"R31","Resistor","TopLayer","RESC1005X40N","121.5550","36.7376","270","RES SMD 22 OHM 1% 1/16W 0402"
"S3","Momentary Tactile Button","TopLayer","SW-PB_SMD_2pin","26.8500","16.9191","180","SWITCH TACTILE SPST-NO 0.05A 12V"
"U7","24LC64T-I/OT","TopLayer","SOT23-5","19.0090","35.4865","270","IC EEPROM 64K I2C SOT23-5"
"C40","Capacitor","TopLayer","CAP_1005-0402","19.0089","32.5605","180","CAP CER 0.1UF 50V X7R 0402"
"J3","Jumper","BottomLayer","Jump_3Way_-_SMALL","106.9832","37.1962","360","SMD jumper"
"L1","","TopLayer","SRN6045TA_SMD_Inductor","105.5862","24.2032","360","FIXED IND 4.7UH 4.5A 26 MOHM SMD"
"E2_MS1","Header 3","TopLayer","HDR1X3-HEADER","130.9508","46.9362","270","Header, 3-Pin"
"E2_MS2","Header 3","TopLayer","HDR1X3-HEADER","128.4108","46.9362","270","Header, 3-Pin"
"E2_MS3","Header 3","TopLayer","HDR1X3-HEADER","125.8708","46.9362","270","Header, 3-Pin"
"E2_RST","Header 3","TopLayer","HDR1X3-HEADER","123.3308","46.9362","270","Header, 3-Pin"
"E1_MS1","Header 3","TopLayer","HDR1X3-HEADER","115.6925","46.9362","270","Header, 3-Pin"
"E1_MS2","Header 3","TopLayer","HDR1X3-HEADER","113.1525","46.9362","270","Header, 3-Pin"
"E1_MS3","Header 3","TopLayer","HDR1X3-HEADER","110.6125","46.9362","270","Header, 3-Pin"
"E0_MS1","Header 3","TopLayer","HDR1X3-HEADER","100.4341","46.9362","270","Header, 3-Pin"
"E0_MS2","Header 3","TopLayer","HDR1X3-HEADER","97.8941","46.9362","270","Header, 3-Pin"
"E0_MS3","Header 3","TopLayer","HDR1X3-HEADER","95.3541","46.9362","270","Header, 3-Pin"
"E0_RST","Header 3","TopLayer","HDR1X3-HEADER","92.8141","46.9362","270","Header, 3-Pin"
"Z_MS1","Header 3","TopLayer","HDR1X3-HEADER","85.1758","46.9362","270","Header, 3-Pin"
"Z_MS2","Header 3","TopLayer","HDR1X3-HEADER","82.6358","46.9362","270","Header, 3-Pin"
"Z_MS3","Header 3","TopLayer","HDR1X3-HEADER","80.0958","46.9362","270","Header, 3-Pin"
"Z_RST","Header 3","TopLayer","HDR1X3-HEADER","77.5558","46.9362","270","Header, 3-Pin"
"Y_MS1","Header 3","TopLayer","HDR1X3-HEADER","69.9175","46.9362","270","Header, 3-Pin"
"Y_MS2","Header 3","TopLayer","HDR1X3-HEADER","67.3775","46.9362","270","Header, 3-Pin"
"Y_MS3","Header 3","TopLayer","HDR1X3-HEADER","64.8375","46.9362","270","Header, 3-Pin"
"R15","Resistor","TopLayer","RESC1005X40N","34.1414","23.8328","270","RES SMD 1K OHM 1% 1/16W 0402"
"LD11","","TopLayer","LED_1608-0603","35.4983","23.8953","270","LED GREEN CLEAR CHIP SMD 0603"
"3V3","Header 2","TopLayer","HDR1X2-HEADER","39.3483","23.8328","90","Header, 2-Pin"
"XT1","12MHz 33pF 0.5%","TopLayer","CERALOCK_CSTCE_G","38.4992","46.6462","270","CER RES 12.0000MHZ 33PF SMD"
"X_RST","Header 3","TopLayer","HDR1X3-HEADER","47.0392","46.9362","270","Header, 3-Pin"
"X_MS3","Header 3","TopLayer","HDR1X3-HEADER","49.5792","46.9362","270","Header, 3-Pin"
"X_MS2","Header 3","TopLayer","HDR1X3-HEADER","52.1192","46.9362","270","Header, 3-Pin"
"X_MS1","Header 3","TopLayer","HDR1X3-HEADER","54.6592","46.9362","270","Header, 3-Pin"
"U6","AP2112K-3.3TRG1","TopLayer","SOT23-5","106.9811","34.7315","180","IC REG LINEAR 3.3V 600MA SOT25"
"S1","Momentary Tactile Button","TopLayer","SW-PB_SMD_2pin","26.8500","11.2381","180","SWITCH TACTILE SPST-NO 0.05A 12V"
"FB2","Ferrite Bead SMD 0402","TopLayer","RESC1005X40N","9.2000","10.9000","360","FERRITE BEAD 120R 300MA 0402"
"FB1","Ferrite Bead SMD 0402","TopLayer","RESC1005X40N","38.8492","52.8962","360","FERRITE BEAD 120R 300MA 0402"
"D15","","TopLayer","DIOM2616X08N","113.3445","30.6414","270","DIODE SCHOTTKY 40V 2A SOD123F"
"C4","Capacitor","TopLayer","CAP_1005-0402","123.5800","31.6560","360","CAP CER 1UF 16V X5R 0402"
"C39","Capacitor","TopLayer","CAPC1608X90N","103.9352","34.7315","270","CAP CER 10UF 10V X5R 0603"
"C38","Capacitor","TopLayer","CAPC1608X90N","110.0175","34.7317","270","CAP CER 10UF 10V X5R 0603"
"C35","Capacitor","TopLayer","CAP_1005-0402","38.8492","51.7296","180","CAP CER 4.7UF 10V X5R 0402"
"U2","74LVC1G17SE-7","TopLayer","SOT353","123.5800","33.5962","360","IC BUF NON-INVERT 5.5V SOT353"
"U4","AOZ1284","TopLayer","SOIC127P600X170_HS-9N","90.8500","26.4000","90","IC REG BUCK ADJ 4A 8SO"
"U5","USBLC6-4SC6","TopLayer","TSOT23-6","9.2000","14.1000","0","DIODE TVS 5.25V 17V SOT23-6"
"USB_AUX","Header 5","TopLayer","HDR1X5-HEADER","15.8000","12.0600","90","Header, 5-Pin"
"SWD","Header 3X2","TopLayer","HDR2X3","39.2292","61.2862","270","Header, 3-Pin, Dual row"
"R19","Resistor","TopLayer","RESC1005X40N","91.4850","32.0265","270","RES SMD 54.9K OHM 1% 1/16W 0402"
"R10","Resistor","TopLayer","RESC1005X40N","92.2550","21.5962","360","RES SMD 100K OHM 1% 1/16W 0402"
"F3","","TopLayer","FUSE_1608-0603","9.2000","6.1140","360","PTC RESET FUSE 9V 200MA 0603"
"C34","Capacitor","TopLayer","CAP_1005-0402","90.2150","32.0263","270","CAP CER 0.1UF 50V X7R 0402"
"C17","Capacitor","TopLayer","CAPC3225X220N","95.6992","25.1962","90","CAP CER 10UF 35V X7R 1210"
"C10","Capacitor","TopLayer","CAP_1005-0402","92.7550","32.0264","270","CAP CER 0.1UF 50V X7R 0402"
"F2","","TopLayer","FUSEHOLDER_-_BK-6013_-_MINI_ATC_ATO_BLADE_15A","104.3000","16.0040","360","FUSE HOLDER BLADE PCB"
"D14","","TopLayer","DO-214AC","62.0078","11.6272","360","DIODE GEN PURP 100V 1.5A SMA"
"D13","","TopLayer","DO-214AC","125.2500","20.2540","360","DIODE GEN PURP 100V 1.5A SMA"
"D12","","TopLayer","DO-214AC","45.2438","11.6272","360","DIODE GEN PURP 100V 1.5A SMA"
"D11","","TopLayer","DO-214AC","78.8480","11.6270","360","DIODE GEN PURP 100V 1.5A SMA"
"D10","","TopLayer","DO-214AC","70.3390","11.6270","360","DIODE GEN PURP 100V 1.5A SMA"
"D9","","TopLayer","DO-214AC","53.6258","11.6272","360","DIODE GEN PURP 100V 1.5A SMA"
"OS logo","Logo","BottomLayer","OS_LOGO_TOP","-30.0000","-30.0000","180",""
"FAN1","","TopLayer","TERM2_3.5MM","78.8480","6.2052","180","TERM BLK 2POS SIDE ENT 3.5MM PCB"
"Q5","BUK9Y14-40B","TopLayer","LFPACK","78.9216","19.9334","180","MOSFET N-CH 40V 56A LFPAK"
"Z_MOT_A","Header 4","TopLayer","HDR1X4","81.7645","65.8952","180","Header, 4-Pin"
"Y_MOT_A","Header 4","TopLayer","HDR1X4","66.5400","65.8698","180","Header, 4-Pin"
"X_MOT_A","Header 4","TopLayer","HDR1X4","51.3156","65.8698","180","Header, 4-Pin"
"R54","Resistor","TopLayer","RESC1005X40N","8.0913","24.0360","90","RES SMD 4.7K OHM 1% 1/16W 0402"
"FAN0","","TopLayer","TERM2_3.5MM","70.3390","6.1544","180","TERM BLK 2POS SIDE ENT 3.5MM PCB"
"HE2","","TopLayer","TERM2_3.5MM","62.0078","6.1544","180","TERM BLK 2POS SIDE ENT 3.5MM PCB"
"E2_MOT_A","Header 4","TopLayer","HDR1X4","127.4378","65.8190","180","Header, 4-Pin"
"E1_MOT_A","Header 4","TopLayer","HDR1X4","112.2134","65.8444","180","Header, 4-Pin"
"E0_MOT_A","Header 4","TopLayer","HDR1X4","96.9889","65.8698","180","Header, 4-Pin"
"C29","Capacitor","TopLayer","CAPC1005X55N","10.3776","34.1960","90","CAP CER 1UF 16V X5R 0402"
"HE1","","TopLayer","TERM2_3.5MM","53.6258","6.1290","180","TERM BLK 2POS SIDE ENT 3.5MM PCB"
"R9","Resistor","TopLayer","RESC1005X40N","15.6125","37.2580","180","RES SMD 22 OHM 1% 1/16W 0402"
"R2","Resistor","TopLayer","RESC1005X40N","15.6120","39.5890","360","RES SMD 2.2K OHM 1% 1/16W 0402"
"PWR","Header 2","TopLayer","HDR1X2-HEADER","39.3484","3.5128","90","Header, 2-Pin"
"5V","Header 2","TopLayer","HDR1X2-HEADER","39.3484","18.7528","90","Header, 2-Pin"
"PS_ON","Header 2","TopLayer","HDR1X2-HEADER","20.2608","65.9040","360","Header, 2-Pin"
"Y","Header 8","TopLayer","A4988BREAKOUT_2","66.1075","53.2862","270","Header, 8-Pin, Female"
"C5","Capacitor","TopLayer","CAP_1005-0402","15.6124","43.0852","360","CAP CER 4.7UF 10V X5R 0402"
"C6","Capacitor","TopLayer","CAP_1005-0402","21.5722","58.7462","270","CAP CER 4.7UF 10V X5R 0402"
"C7","Capacitor","TopLayer","CAPC1608X90N","38.8491","42.5414","180","CAP CER 10UF 10V X5R 0603"
"C8","Capacitor","TopLayer","CAP_1005-0402","34.1171","58.5225","90","CAP CER 0.1UF 50V X7R 0402"
"C11","Capacitor","TopLayer","CAP_1005-0402","12.6920","14.2000","90","CAP CER 0.1UF 50V X7R 0402"
"C12","Capacitor","TopLayer","CAPC1005X55N","15.6124","41.9198","360","CAP CER 4.7UF 10V X5R 0402"
"C13","Capacitor","TopLayer","CAP_1005-0402","38.8492","44.0232","180","CAP CER 0.1UF 50V X7R 0402"
"C14","Capacitor","TopLayer","CAP_1005-0402","32.9992","36.1062","90","CAP CER 0.1UF 50V X7R 0402"
"C15","Capacitor","TopLayer","CAP_1005-0402","20.1818","58.7462","270","CAP CER 0.1UF 50V X7R 0402"
"C16","Capacitor","TopLayer","CAP_1005-0402","38.8492","49.3962","180","CAP CER 0.1UF 50V X7R 0402"
"C19","Capacitor","TopLayer","CAP_1005-0402","31.6512","58.5225","270","CAP CER 0.1UF 50V X7R 0402"
"C20","Capacitor","TopLayer","CAP_1005-0402","38.8492","50.5629","180","CAP CER 0.1UF 50V X7R 0402"
"C21","","TopLayer","CAP_EL_PANASONIC","52.3736","56.8749","360","CAP ALUM 100UF 20% 35V SMD"
"C26","Capacitor","TopLayer","CAPC1005X55N","10.3776","26.5760","270","CAP CER 1UF 16V X5R 0402"
"C27","Capacitor","TopLayer","CAPC1005X55N","10.3776","29.1161","90","CAP CER 1UF 16V X5R 0402"
"C28","Capacitor","TopLayer","CAPC1005X55N","10.3776","31.6560","270","CAP CER 1UF 16V X5R 0402"
"D4","","TopLayer","DIOM2616X08N","11.6200","3.0260","180","DIODE SCHOTTKY 40V 2A SOD123F"
"HB-OUT","","TopLayer","TERM2_5MM","122.1162","6.0782","360","TERM BLK 2POS SIDE ENTRY 5MM PCB"
"HE0","","TopLayer","TERM2_3.5MM","45.2438","6.2052","180","TERM BLK 2POS SIDE ENT 3.5MM PCB"
"E0_MOT","","TopLayer","TERM4_3.5MM","97.0281","71.2440","360","TERM BLK 4POS SIDE ENT 3.5MM PCB"
"E0","Header 8","TopLayer","A4988BREAKOUT_2","96.6241","53.2862","270","Header, 8-Pin, Female"
"E1_MOT","","TopLayer","TERM4_3.5MM","112.2606","71.2440","360","TERM BLK 4POS SIDE ENT 3.5MM PCB"
"E1","Header 8","TopLayer","A4988BREAKOUT_2","111.8825","53.2862","270","Header, 8-Pin, Female"
"U1","STM32F446VET6","TopLayer","STM-LQFP100_N","26.9992","46.8962","180","IC MCU 32BIT 512KB FLASH 100LQFP"
"EXP1","Header 5X2","TopLayer","HDR2X5_EXP_INER_ONLY\","16.4508","71.1740","180","Header, 5-Pin, Dual row"
"LED1","","TopLayer","LED_1608-0603","17.3365","58.2692","270","LED YELLOW CLEAR CHIP SMD 0603"
"LD2","","TopLayer","LED_1608-0603","125.6074","37.2763","270","LED GREEN CLEAR CHIP SMD 0603"
"LD3","","TopLayer","LED_1608-0603","47.3934","26.8178","270","LED GREEN CLEAR CHIP SMD 0603"
"LD1","","TopLayer","LED_1608-0603","9.1375","7.9713","360","LED GREEN CLEAR CHIP SMD 0603"
"Q1","BUK9Y14-40B","TopLayer","LFPACK","45.2692","19.9334","180","MOSFET N-CH 40V 56A LFPAK"
"Q2","BUK9Y14-40B","TopLayer","LFPACK","53.6740","19.8704","180","MOSFET N-CH 40V 56A LFPAK"
"R1","Resistor","TopLayer","RESC1005X40N","15.6120","40.7540","180","RES SMD 22 OHM 1% 1/16W 0402"
"R3","Resistor","TopLayer","RESC1005X40N","15.6125","38.4230","360","RES SMD 2.2K OHM 1% 1/16W 0402"
"R4","Resistor","TopLayer","RESC1005X40N","9.2000","9.6501","180","RES SMD 1K OHM 1% 1/16W 0402"
"R5","Resistor","TopLayer","RESC1005X40N","47.5056","54.3762","180","RES SMD 1K OHM 1% 1/16W 0402"
"R7","Resistor","TopLayer","RESC1005X40N","15.6124","45.4162","180","RES SMD 22 OHM 1% 1/16W 0402"
"R8","Resistor","TopLayer","RESC1005X40N","15.6124","44.2507","180","RES SMD 22 OHM 1% 1/16W 0402"
"R11","Resistor","TopLayer","RESC1005X40N","35.3500","58.5225","270","RES SMD 10K OHM 1% 1/16W 0402"
"R13","Resistor","TopLayer","RESC1005X40N","18.7915","58.7462","270","RES SMD 1K OHM 1% 1/16W 0402"
"R14","Resistor","TopLayer","RESC1005X40N","32.8841","58.5225","270","RES SMD 10K OHM 1% 1/16W 0402"
"R21","Resistor","TopLayer","RESC1005X40N","47.5056","57.8829","180","RES SMD 10K OHM 1% 1/16W 0402"
"R22","Resistor","TopLayer","RESC1005X40N","47.5056","56.1296","360","RES SMD 100K OHM 1% 1/16W 0402"
"R33","Resistor","TopLayer","RESC1005X40N","124.0050","36.7251","90","RES SMD 1K OHM 1% 1/16W 0402"
"R34","Resistor","TopLayer","RESC1005X40N","43.3642","26.3808","270","RES SMD 22 OHM 1% 1/16W 0402"
"R35","Resistor","TopLayer","RESC1005X40N","44.6342","26.3807","270","RES SMD 100K OHM 1% 1/16W 0402"
"R36","Resistor","TopLayer","RESC1005X40N","45.9143","26.3808","90","RES SMD 1K OHM 1% 1/16W 0402"
"R40","Resistor","TopLayer","RESC1005X40N","8.0913","26.5760","270","RES SMD 4.7K OHM 1% 1/16W 0402"
"R41","Resistor","TopLayer","RESC1005X40N","8.0914","29.1160","90","RES SMD 4.7K OHM 1% 1/16W 0402"
"R42","Resistor","TopLayer","RESC1005X40N","8.0914","31.6560","270","RES SMD 4.7K OHM 1% 1/16W 0402"
"Thermistors","Header 5X2","TopLayer","HDR2X5","2.8020","29.1160","270","Header, 5-Pin, Dual row"
"Z+","Header 3","TopLayer","HDR1X3-HEADER","4.0716","52.7380","180","Header, 3-Pin"
"Z-","Header 3","TopLayer","HDR1X3-HEADER","4.0716","55.2780","180","Header, 3-Pin"
"X_MOT","","TopLayer","TERM4_3.5MM","51.3308","71.2440","360","TERM BLK 4POS SIDE ENT 3.5MM PCB"
"X","Header 8","TopLayer","A4988BREAKOUT_2","50.8492","53.2862","270","Header, 8-Pin, Female"
"Y+","Header 3","TopLayer","HDR1X3-HEADER","4.0716","57.8180","180","Header, 3-Pin"
"Y-","Header 3","TopLayer","HDR1X3-HEADER","4.0716","60.3580","180","Header, 3-Pin"
"Y_MOT","","TopLayer","TERM4_3.5MM","66.5632","71.2440","360","TERM BLK 4POS SIDE ENT 3.5MM PCB"
"X+","Header 3","TopLayer","HDR1X3-HEADER","4.0716","62.8980","180","Header, 3-Pin"
"X-","Header 3","TopLayer","HDR1X3-HEADER","4.0716","65.4380","180","Header, 3-Pin"
"Z_MOT","","TopLayer","TERM4_3.5MM","81.7957","71.2440","360","TERM BLK 4POS SIDE ENT 3.5MM PCB"
"Z","Header 8","TopLayer","A4988BREAKOUT_2","81.3658","53.2862","270","Header, 8-Pin, Female"
"sc1","Sraf","TopLayer","SRAF_3MM_-_RUPA_3.2","131.2748","3.6144","45",""
"sc2","Sraf","TopLayer","SRAF_3MM_-_RUPA_3.2","3.7726","71.3248","45",""
"sc4","Sraf","TopLayer","SRAF_3MM_-_RUPA_3.5","131.0208","39.2252","45",""
"R43","Resistor","TopLayer","RESC1005X40N","8.0916","34.1960","90","RES SMD 4.7K OHM 1% 1/16W 0402"
"EXP2","Header 5X2","TopLayer","HDR2X5_EXP_INER_ONLY\","34.6626","71.1740","180","Header, 5-Pin, Dual row"
"R32","Resistor","TopLayer","RESC1005X40N","122.7800","36.7251","270","RES SMD 100K OHM 1% 1/16W 0402"
"E2_MOT","","TopLayer","TERM4_3.5MM","127.4930","71.2440","360","TERM BLK 4POS SIDE ENT 3.5MM PCB"
"E2","Header 8","TopLayer","A4988BREAKOUT_2","127.1408","53.2862","270","Header, 8-Pin, Female"
"Q4","BUK9Y14-40B","TopLayer","LFPACK","70.3371","19.9334","180","MOSFET N-CH 40V 56A LFPAK"
"Q3","BUK9Y14-40B","TopLayer","LFPACK","61.8541","19.9334","180","MOSFET N-CH 40V 56A LFPAK"
"D6","","TopLayer","DO-214AC","100.1072","22.8962","270","DIODE GEN PURP 100V 1.5A SMA"
"F1","","TopLayer","FUSEHOLDER_-_BK-6013_-_MINI_ATC_ATO_BLADE_15A","122.0800","16.0040","360","FUSE HOLDER BLADE PCB"
"J2","","TopLayer","Micro-USB_B_Molex_105017-0001","3.1750","14.1000","270","CONN RCPT USB2.0 MICRO B SMD R/A"
"EXP3","Header 7X2","TopLayer","HDR2X7","27.4792","3.5128","180","Header, 7-Pin, Dual row"
"C32","","TopLayer","CAP_EL_PANASONIC","89.6448","5.5702","90","CAP ALUM 100UF 20% 35V SMD"
"C33","Capacitor","TopLayer","CAP_1005-0402","89.5574","21.5962","180","CAP CER 0.1UF 50V X7R 0402"
"D8","","TopLayer","DO-214AA","90.8000","18.4000","180","DIODE SCHOTTKY 40V 4A DO214AA"
"L2","","TopLayer","SRN6045TA_SMD_Inductor","89.3575","12.8000","90","FIXED IND 4.7UH 4.5A 26 MOHM SMD"
"R56","Resistor","TopLayer","RESC1005X40N","86.8000","24.7000","90","RES SMD 140K OHM 1% 1/16W 0402"
"R57","Resistor","TopLayer","RESC1005X40N","86.8000","28.4000","270","RES SMD 10K OHM 1% 1/16W 0402"
"sc3","Sraf","TopLayer","Sraf_3mm_-_rupa_3.5","3.6652","3.8430","45",""
"VFA0_sel","Header 3","TopLayer","HDR1X3-HEADER","74.6798","17.5844","90","Header, 3-Pin"
"VFA1_sel","Header 3","TopLayer","HDR1X3-HEADER","83.3158","17.6352","90","Header, 3-Pin"
"VHE2_sel","Header 3","TopLayer","HDR1X3-HEADER","66.1708","17.5844","90","Header, 3-Pin"
"12V","Header 2","TopLayer","HDR1X2-HEADER","39.3484","8.5928","90","Header, 2-Pin"
"FAN0_1","Header 2","TopLayer","HDR1X2","70.4674","14.4884","180","Header, 2-Pin"
"FAN1_1","Header 2","TopLayer","HDR1X2","79.1036","14.4880","180","Header, 2-Pin"
"I2C_1","Header 4","TopLayer","HDR1X4-HEADER","5.3420","40.1650","180","Header, 4-Pin"
"MAIN-PWR","","TopLayer","TERM2_5MM","102.1010","6.0782","360","TERM BLK 2POS SIDE ENTRY 5MM PCB"
"HB-PWR","","TopLayer","TERM2_5MM","112.0832","6.0782","360","TERM BLK 2POS SIDE ENTRY 5MM PCB"
"D7","","TopLayer","DO-214AC","131.7070","16.9000","270","DIODE GEN PURP 100V 1.5A SMA"
